#
# Results on Thursday April 09 2020 10:48:29 UTC.
# USER AGENT: Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G950F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.1 Chrome/75.0.3770.143 Mobile Safari/537.36
# Design number was non-random = 2
#
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,0,0,intro,NULL,age,24
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,0,0,intro,NULL,consent,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,0,0,intro,NULL,language,English
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,17,0,filler-i1,NULL,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,14,0,exp-act-dis-item4,4,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,9,0,exp-act-no-item3,3,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,3,0,exp-pas-no-item1,1,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,8,0,exp-pas-dis-item2,2,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,18,0,filler-i2,NULL,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,19,0,filler-i3,NULL,read,yes
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,21,0,recall,NULL,filler1,Ik mik het erin en Mixtra doet de rest
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,21,0,recall,NULL,item1,Leg herinneringen vast.
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,21,0,recall,NULL,item2,Elke druppel. Evdrop?
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,21,0,recall,NULL,item3,Print alles uit.
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,21,0,recall,NULL,item4,Duraflex%2C robuust voor de wedstrijd
1586429310,966f020734a7d56fe183528b1d9ba6b4,Form,21,0,recall,NULL,filler2,Protop
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Question (NULL if none).
# 9. Answer.
# 10. Whether or not answer was correct (NULL if N/A).
# 11. Time taken to answer.
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,27,0,compr-filler2,NULL,Wat was de betekenis van de slogan voor de <b>laptop</b> ?,Dankzij dit apparaat zal je overal werken.,0,5672
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,22,0,compr-item1,NULL,Wat was de betekenis van de slogan voor de <b>fotocamera</b> ?,Dit apparaat verzekert het voortbestaan van vereeuwigde momenten.,1,4301
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,24,0,compr-item3,NULL,Wat was de betekenis van de slogan voor de <b>printer</b> ?,Het resultaat is toegankelijk door een vereenvoudigde gebruikersinterface.,0,5669
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,25,0,compr-item4,NULL,Wat was de betekenis van de slogan voor de <b>fiets</b> ?,Deze fiets domineert de rest in stevigheid.,1,8697
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,23,0,compr-item2,NULL,Wat was de betekenis van de slogan voor de <b>waterfilter</b> ?,Dit apparaat heeft de waardige verantwoordelijkheid van het gefilteerd water.,1,8326
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,26,0,compr-filler1,NULL,Wat was de betekenis van de slogan voor de <b>keukenmachine</b> ?,Dit apparaat vereist weinig extra werk..,1,3797
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,28,0,distractor,NULL,Wat is het maximale aantal zeezoogdieren dat zichtbaar is op een videosequentie?,Drie,NULL,6792
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,34,0,syn-filler2,NULL,Wat was de slogan voor de <b>laptop</b>?,Werk dynamisch en efficiënt met Protop.,NULL,7794
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,30,0,syn-item2,NULL,Wat was de slogan voor de <b>waterfilter</b>?,Elke druppel%2C die wordt trots garandeerd door Evpure.,NULL,5153
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,33,0,syn-filler1,NULL,Wat was de slogan voor de <b>keukenmachine</b>?,Ik stop alles erin%2C en Mixtra doet de rest.,NULL,3991
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,32,0,syn-item4,NULL,Wat was de slogan voor de <b>fiets</b> ?,De wedstrijd%2C die wordt robuust veroverd door Dynaflex.,NULL,5524
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,29,0,syn-item1,NULL,Wat was de slogan voor de <b>fotocamera</b>?,Jouw herinneringen worden veilig bewaard door Visadel.,NULL,5787
1586429310,966f020734a7d56fe183528b1d9ba6b4,Question,31,0,syn-item3,NULL,Wat was de slogan voor de <b>printer</b>?,Jouw gedachten worden precies reproduceerd door Comtech.,NULL,12356
# Columns below this comment are as follows:
# 1. Time results were received.
# 2. MD5 hash of participant's IP address.
# 3. Controller name.
# 4. Item number.
# 5. Element number.
# 6. Type.
# 7. Group.
# 8. Field name.
# 9. Field value.
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,38,0,att-item4,NULL,quality,3
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,38,0,att-item4,NULL,likability,4
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,38,0,att-item4,NULL,informativity,3
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,38,0,att-item4,NULL,interest,4
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,38,0,att-item4,NULL,clarity,3
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,41,0,att-filler3,NULL,quality,6
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,41,0,att-filler3,NULL,likability,6
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,41,0,att-filler3,NULL,informativity,2
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,41,0,att-filler3,NULL,interest,5
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,41,0,att-filler3,NULL,clarity,4
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,37,0,att-item3,NULL,quality,3
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,37,0,att-item3,NULL,likability,4
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,37,0,att-item3,NULL,informativity,4
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,37,0,att-item3,NULL,interest,3
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,37,0,att-item3,NULL,clarity,5
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,39,0,att-filler1,NULL,quality,6
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,39,0,att-filler1,NULL,likability,4
1586429310,966f020734a7d56fe183528b1d9ba6b4,Attitude,39,0,att-filler1,NULL,informativity,6
